Sequence Name,Predicted Haplogroup,N,Nph,Nph_tot,Nph_exp,P_Hg
Contig.1,C4b6,292,31,53,53,58.491
Contig.1,C4b5,292,31,53,53,58.491
Contig.1,T2b3,292,58,58,58,100.000
Contig.1,U5b2a2b1,292,37,56,56,66.071
Contig.1,K1a2a1,292,36,53,53,67.925
Contig.1,K1a2a2,292,36,53,53,67.925
Contig.1,L0d2c2a1,292,3,52,52,5.769
Contig.1,H2_152!,292,36,42,42,85.714
Contig.1,M29b,292,32,46,46,69.565
Contig.1,H5a1i,292,39,49,49,79.592
Contig.1,V2b2,292,37,46,46,80.435
Contig.1,J1c1d,292,42,52,52,80.769
Contig.1,C4a2c2a,292,31,59,59,52.542
Contig.1,V2b1,292,37,46,46,80.435
Contig.1,C4a2a1,292,31,57,57,54.386
Contig.1,J1c1e,292,42,53,53,79.245
Contig.1,T2c1a3,292,54,61,61,88.525
Contig.1,U6b1b,292,36,49,49,73.469
Contig.1,U6b1a,292,37,48,48,77.083
Contig.1,R9b1a2,292,39,48,48,81.250
Contig.1,T2e1a1a,292,54,59,59,91.525
Contig.1,H6a1b2,292,39,50,50,78.000
Contig.1,T2e1a1b,292,53,58,58,91.379
Contig.1,H5a1d,292,39,48,48,81.250
Contig.1,H1e_16129!,292,38,44,44,86.364
Contig.1,H1a3a,292,39,46,46,84.783
Contig.1,U5b1d1c,292,38,56,56,67.857
Contig.1,U5b1d1b,292,38,58,58,65.517
Contig.1,U5b1d1a,292,38,53,53,71.698
Contig.1,U2e2a1b,292,35,59,59,59.322
Contig.1,M7c1a4b,292,31,48,48,64.583
Contig.1,T2b1,292,57,58,58,98.276
Contig.1,M7c1a4a,292,31,49,49,63.265
Contig.1,L0d1a1a1,292,4,40,40,10.000
Contig.1,L0d1a1a2,292,4,42,42,9.524
Contig.1,L0d1a1a3,292,4,42,42,9.524
Contig.1,U2e2a1,292,35,57,57,61.404
Contig.1,H5a1g,292,39,48,48,81.250
Contig.1,H96,292,38,47,47,80.851
Contig.1,U5a1c1,292,37,51,51,72.549
Contig.1,U7a3a,292,38,53,53,71.698
Contig.1,H3g,292,37,44,44,84.091
Contig.1,G2a1_16189!_16194,292,31,47,47,65.957
Contig.1,H5a1a,292,39,48,48,81.250
Contig.1,J1b3a,292,42,53,53,79.245
Contig.1,A2an,292,34,48,48,70.833
Contig.1,L4a,292,28,41,41,68.293
Contig.1,H10c1,292,40,48,48,83.333
Contig.1,U4d1a,292,37,54,54,68.519
Contig.1,M2a1a1a1,292,31,55,55,56.364
Contig.1,U7a3b,292,38,54,54,70.370
Contig.1,H5b5,292,39,47,47,82.979
Contig.1,H10e3a,292,38,47,47,80.851
Contig.1,H5a4a1a,292,40,52,52,76.923
Contig.1,M27b2b,292,32,58,58,55.172
Contig.1,D5a2a1a1,292,31,55,55,56.364
Contig.1,D4j1b2,292,33,49,49,67.347
Contig.1,L3e5_195!,292,31,40,40,77.500
Contig.1,L2d1a,292,21,51,51,41.176
Contig.1,D4j2,292,32,47,47,68.085
Contig.1,M3a1_204,292,33,42,42,78.571
Contig.1,J1c3m,292,42,53,53,79.245
Contig.1,D4j1,292,33,45,45,73.333
Contig.1,P3b1,292,38,52,52,73.077
Contig.1,D4j7,292,33,47,47,70.213
Contig.1,D4j4,292,33,45,45,73.333
Contig.1,D4j5,292,34,46,46,73.913
Contig.1,A5a5,292,35,49,49,71.429
Contig.1,D4a3b1,292,32,50,50,64.000
Contig.1,L3e3'4'5,292,32,38,38,84.211
Contig.1,D4j9,292,33,45,45,73.333
Contig.1,A5a1,292,35,49,49,71.429
Contig.1,A5a3,292,35,49,49,71.429
Contig.1,A5a2,292,35,49,49,71.429
Contig.1,L3e1a1,292,31,47,47,65.957
Contig.1,K1a24a,292,35,54,54,64.815
Contig.1,L3e1a3,292,33,47,47,70.213
Contig.1,M24'41,292,32,38,38,84.211
Contig.1,H3e,292,38,46,46,82.609
Contig.1,HV2a2,292,36,45,45,80.000
Contig.1,H13a,292,38,45,45,84.444
Contig.1,C4b1b,292,30,53,53,56.604
Contig.1,L3d1c,292,31,45,45,68.889
Contig.1,L3d1b,292,31,40,40,77.500
Contig.1,L3d1a,292,31,42,42,73.810
Contig.1,D4m2a,292,33,50,50,66.000
Contig.1,C4b1a,292,30,54,54,55.556
Contig.1,L0d2c1b,292,2,47,47,4.255
Contig.1,L3d1d,292,31,41,41,75.610
Contig.1,U2e1c1,292,35,57,57,61.404
Contig.1,HV2a1,292,37,46,46,80.435
Contig.1,A6,292,35,47,47,74.468
Contig.1,K1a4a1a,292,36,56,56,64.286
Contig.1,L3e5d,292,32,43,43,74.419
Contig.1,U1a1a1a,292,38,58,58,65.517
Contig.1,F1,292,39,48,48,81.250
Contig.1,B4a4,292,37,45,45,82.222
Contig.1,F3,292,38,51,51,74.510
Contig.1,F4,292,39,47,47,82.979
Contig.1,H3j,292,37,44,44,84.091
Contig.1,H14a2b,292,38,50,50,76.000
Contig.1,H14a2c,292,38,50,50,76.000
Contig.1,L3e,292,32,37,37,86.486
Contig.1,T2b4b,292,56,58,58,96.552
Contig.1,D4b2a,292,33,48,48,68.750
Contig.1,D4j_s,292,33,44,44,75.000
Contig.1,U5a2b1c,292,38,51,51,74.510
Contig.1,U5a2b1b,292,38,51,51,74.510
Contig.1,U5a2b1a,292,38,51,51,74.510
Contig.1,M68a1a,292,31,57,57,54.386
Contig.1,H13b,292,38,45,45,84.444
Contig.1,U5a2b1d,292,38,52,52,73.077
Contig.1,H1as1a,292,39,48,48,81.250
Contig.1,R5a2b,292,38,52,52,73.077
Contig.1,R5a2a,292,37,46,46,80.435
Contig.1,K1a1b2b,292,35,53,53,66.038
Contig.1,L2a2'3'4,292,20,36,36,55.556
Contig.1,A2af2,292,33,56,56,58.929
Contig.1,H1ai1,292,39,46,46,84.783
Contig.1,H71,292,38,44,44,86.364
Contig.1,U6a'b'd,292,38,44,44,86.364
Contig.1,X1a,292,33,44,44,75.000
Contig.1,X1c,292,33,43,43,76.744
Contig.1,H16_152!,292,37,43,43,86.047
Contig.1,L0d3b2,292,3,48,48,6.250
Contig.1,L0d3b1,292,3,48,48,6.250
Contig.1,H7c,292,38,45,45,84.444
Contig.1,L0f2a,292,2,39,39,5.128
Contig.1,L0f2b,292,4,60,60,6.667
Contig.1,X2b_226_16192,292,33,45,45,73.333
Contig.1,B5a2a2b,292,37,53,53,69.811
Contig.1,M35a2,292,33,46,46,71.739
Contig.1,M35a1,292,33,45,45,73.333
Contig.1,B5a2a2a,292,37,53,53,69.811
Contig.1,M38_199,292,32,43,43,74.419
Contig.1,D5a3a1,292,31,50,50,62.000
Contig.1,F2f,292,40,52,52,76.923
Contig.1,F1g1,292,39,50,50,78.000
Contig.1,M10a1a1,292,32,52,52,61.538
Contig.1,C5b1b1,292,31,56,56,55.357
Contig.1,M38a,292,32,47,47,68.085
Contig.1,U5a'b,292,38,46,46,82.609
Contig.1,B4g1b,292,37,47,47,78.723
Contig.1,H3c2b1,292,37,47,47,78.723
Contig.1,B2y,292,37,50,50,74.000
Contig.1,Y1a_16189!,292,35,42,42,83.333
Contig.1,M42,292,32,39,39,82.051
Contig.1,B4a1a1k1,292,36,49,49,73.469
Contig.1,L2b'c,292,22,38,38,57.895
Contig.1,D1a2,292,32,48,48,66.667
Contig.1,D1a1,292,32,49,49,65.306
Contig.1,T1b3,292,51,55,55,92.727
Contig.1,T1b2,292,51,56,56,91.071
Contig.1,T1b1,292,51,55,55,92.727
Contig.1,A2af1b1b,292,34,59,59,57.627
Contig.1,U5a2a1_152!,292,38,52,52,73.077
Contig.1,B5b2a2a2,292,37,63,63,58.730
Contig.1,A2af1b1a,292,34,60,60,56.667
Contig.1,U8a1a2,292,38,54,54,70.370
Contig.1,L0d1b2b2b1,292,4,42,42,9.524
Contig.1,X2m'n,292,33,41,41,80.488
Contig.1,M41,292,32,46,46,69.565
Contig.1,D4b2b,292,33,48,48,68.750
Contig.1,M8a2a1,292,30,49,49,61.224
Contig.1,U5a2b4a,292,38,51,51,74.510
Contig.1,U5a1d1,292,38,53,53,71.698
Contig.1,U2a1a,292,36,44,44,81.818
Contig.1,Q,292,30,41,41,73.171
Contig.1,A_152!_16362_200,292,35,45,45,77.778
Contig.1,HV12b1a,292,38,49,49,77.551
Contig.1,U5b3c,292,39,54,54,72.222
Contig.1,T2b4a1,292,57,60,60,95.000
Contig.1,H5_16311!,292,38,44,44,86.364
Contig.1,J1c3b,292,42,51,51,82.353
Contig.1,N1a1a1a1a,292,33,52,52,63.462
Contig.1,V_150,292,38,46,46,82.609
Contig.1,L0d2a1a1a,292,2,45,45,4.444
Contig.1,J2b1e1,292,40,55,55,72.727
Contig.1,K1b2a1,292,34,51,51,66.667
Contig.1,C1d1,292,31,52,52,59.615
Contig.1,M17c1a,292,33,44,44,75.000
Contig.1,H2a2a,292,38,48,48,79.167
Contig.1,H2a2b,292,38,47,47,80.851
Contig.1,H1bj,292,39,45,45,86.667
Contig.1,K2a5a,292,36,52,52,69.231
Contig.1,J1c_16261,292,42,50,50,84.000
Contig.1,B4a1a1_151,292,37,47,47,78.723
Contig.1,T2b23a,292,57,61,61,93.443
Contig.1,L1c3b2,292,11,51,51,21.569
Contig.1,Y1,292,36,42,42,85.714
Contig.1,H6a1a2b1,292,38,53,53,71.698
Contig.1,Y2,292,37,47,47,78.723
Contig.1,B5b2a,292,37,57,57,64.912
Contig.1,L0a2a1,292,6,45,45,13.333
Contig.1,D4b2d,292,33,52,52,63.462
Contig.1,J1c3d,292,42,51,51,82.353
Contig.1,H2a2b1a1,292,38,50,50,76.000
Contig.1,B5a1c1a1,292,37,51,51,72.549
Contig.1,H1c2a,292,39,47,47,82.979
Contig.1,T2a1b1a1,292,54,61,61,88.525
Contig.1,M33a1,292,32,41,41,78.049
Contig.1,M33a3,292,31,41,41,75.610
Contig.1,U5b3e,292,38,51,51,74.510
Contig.1,L0d1b2b2b,292,4,40,40,10.000
Contig.1,L1c1'2'4'6,292,10,33,33,30.303
Contig.1,U6a3a2a,292,37,50,50,74.000
Contig.1,H108,292,37,43,43,86.047
Contig.1,U7a5,292,39,57,57,68.421
Contig.1,U7a4,292,38,51,51,74.510
Contig.1,U7a3,292,38,52,52,73.077
Contig.1,U7a2,292,38,52,52,73.077
Contig.1,U7a1,292,38,52,52,73.077
Contig.1,B5b2b,292,37,59,59,62.712
Contig.1,U5a,292,38,48,48,79.167
Contig.1,J1c3e,292,42,51,51,82.353
Contig.1,H1a7,292,39,45,45,86.667
Contig.1,D2a1,292,32,50,50,64.000
Contig.1,L0a1a_200,292,4,39,39,10.256
Contig.1,HV0_195!,292,37,42,42,88.095
Contig.1,Q1a1a,292,30,54,54,55.556
Contig.1,L0k1a2a,292,2,49,49,4.082
Contig.1,R30b2,292,38,46,46,82.609
Contig.1,T2a1b1a2,292,54,62,62,87.097
Contig.1,L1b1a15a,292,10,46,46,21.739
Contig.1,L3e2a3,292,31,41,41,75.610
Contig.1,L3e2a2,292,31,40,40,77.500
Contig.1,J1c8a,292,42,51,51,82.353
Contig.1,L0k2,292,3,45,45,6.667
Contig.1,H1_16278!,292,38,43,43,88.372
Contig.1,X2c1a,292,33,44,44,75.000
Contig.1,M71_151,292,33,41,41,80.488
Contig.1,H1b5,292,38,45,45,84.444
Contig.1,H1b4,292,38,45,45,84.444
Contig.1,H1b3,292,38,45,45,84.444
Contig.1,B5b2c,292,37,60,60,61.667
Contig.1,H1b1,292,38,45,45,84.444
Contig.1,F1a1c1,292,37,57,57,64.912
Contig.1,U5a1a,292,38,50,50,76.000
Contig.1,T2b4a,292,57,59,59,96.610
Contig.1,M44a,292,32,40,40,80.000
Contig.1,U5a1b,292,38,51,51,74.510
Contig.1,U5b1b1_16192!,292,37,51,51,72.549
Contig.1,U5a1d,292,38,51,51,74.510
Contig.1,D4b1b1a1,292,33,56,56,58.929
Contig.1,R8a1a2,292,38,50,50,76.000
Contig.1,H3at1,292,38,47,47,80.851
Contig.1,B2o1,292,37,52,52,71.154
Contig.1,F2g,292,40,53,53,75.472
Contig.1,H4a1a4b1,292,37,53,53,69.811
Contig.1,D4a3b,292,31,47,47,65.957
Contig.1,I1a1e,292,32,54,54,59.259
Contig.1,M9a1b1,292,31,47,47,65.957
Contig.1,M2a1c,292,32,54,54,59.259
Contig.1,A2_s,292,34,47,47,72.340
Contig.1,H61a,292,38,47,47,80.851
Contig.1,C1c1b,292,32,53,53,60.377
Contig.1,H10a,292,39,45,45,86.667
Contig.1,M7a2a3a,292,31,49,49,63.265
Contig.1,H1c21,292,39,46,46,84.783
Contig.1,H1c20,292,39,46,46,84.783
Contig.1,H1e2a,292,39,47,47,82.979
Contig.1,H1e2c,292,39,45,45,86.667
Contig.1,T2b4d,292,56,58,58,96.552
Contig.1,H1bo,292,39,49,49,79.592
Contig.1,V8,292,38,47,47,80.851
Contig.1,H1bm,292,40,45,45,88.889
Contig.1,C1b13,292,31,52,52,59.615
Contig.1,H1bk,292,39,45,45,86.667
Contig.1,T2g1a,292,54,58,58,93.103
Contig.1,H1bi,292,39,45,45,86.667
Contig.1,H1bh,292,39,46,46,84.783
Contig.1,H1bg,292,39,47,47,82.979
Contig.1,T2_16189!,292,53,53,53,100.000
Contig.1,H1be,292,40,46,46,86.957
Contig.1,H1bd,292,39,45,45,86.667
Contig.1,M3c1b1b,292,31,48,48,64.583
Contig.1,Z3b,292,30,49,49,61.224
Contig.1,H1ba,292,39,45,45,86.667
Contig.1,M3c1b1a,292,31,49,49,63.265
Contig.1,M28a,292,29,45,45,64.444
Contig.1,M7b1a1a1b1,292,30,54,54,55.556
Contig.1,C4a1a4a,292,30,56,56,53.571
Contig.1,M28b,292,30,47,47,63.830
Contig.1,H1bz,292,39,47,47,82.979
Contig.1,T2b4h,292,56,58,58,96.552
Contig.1,H1bw,292,39,45,45,86.667
Contig.1,H1bv,292,39,45,45,86.667
Contig.1,H1bu,292,39,46,46,84.783
Contig.1,T1b4,292,51,55,55,92.727
Contig.1,H1bs,292,39,45,45,86.667
Contig.1,M28a3,292,29,50,50,58.000
Contig.1,H1bq,292,39,45,45,86.667
Contig.1,K2b2,292,36,53,53,67.925
Contig.1,H6a1b1,292,39,54,54,72.222
Contig.1,B2a3,292,37,53,53,69.811
Contig.1,H1j1a1,292,38,46,46,82.609
Contig.1,M28a2,292,29,50,50,58.000
Contig.1,K1a8a,292,36,53,53,67.925
Contig.1,U5b2a1a1a,292,36,52,52,69.231
Contig.1,U5a1a1_16362,292,38,53,53,71.698
Contig.1,F1d1,292,37,51,51,72.549
Contig.1,U6b3a,292,36,44,44,81.818
Contig.1,H2a2b1a,292,38,49,49,77.551
Contig.1,K1c1,292,34,50,50,68.000
Contig.1,D4j3,292,32,44,44,72.727
Contig.1,M5b2a,292,33,43,43,76.744
Contig.1,J1,292,42,48,48,87.500
Contig.1,B5b1c1a,292,37,61,61,60.656
Contig.1,U2e1a1a,292,35,58,58,60.345
Contig.1,F1e2,292,37,54,54,68.519
Contig.1,H4a1a4,292,37,50,50,74.000
Contig.1,U1a1,292,37,52,52,71.154
Contig.1,J2,292,40,47,47,85.106
Contig.1,U1a3,292,36,51,51,70.588
Contig.1,H13b2,292,39,47,47,82.979
Contig.1,H4a1a2a,292,38,53,53,71.698
Contig.1,D4j_s2,292,33,44,44,75.000
Contig.1,N1b1a_195!,292,34,52,52,65.385
Contig.1,T2f1,292,52,55,55,94.545
Contig.1,H4a1a2,292,38,51,51,74.510
Contig.1,B4b1a2g,292,37,50,50,74.000
Contig.1,B4b1a2f,292,38,51,51,74.510
Contig.1,B4b1a2e,292,37,51,51,72.549
Contig.1,B4b1a2d,292,38,54,54,70.370
Contig.1,M71c,292,31,48,48,64.583
Contig.1,H4a1a1,292,38,51,51,74.510
Contig.1,B4b1a2a,292,37,51,51,72.549
Contig.1,K1a27,292,36,52,52,69.231
Contig.1,D5a2a1a1a,292,32,56,56,57.143
Contig.1,H4a1a1a1a1,292,38,54,54,70.370
Contig.1,B2a4,292,37,52,52,71.154
Contig.1,J1d6a,292,41,52,52,78.846
Contig.1,B4b1a2i,292,37,50,50,74.000
Contig.1,B4b1a2h,292,37,50,50,74.000
Contig.1,N1b,292,35,45,45,77.778
Contig.1,T1a1k1,292,47,53,53,88.679
Contig.1,T1a1k2,292,49,55,55,89.091
Contig.1,N1a,292,36,41,41,87.805
Contig.1,B2a1b,292,37,54,54,68.519
Contig.1,B2a1a,292,37,53,53,69.811
Contig.1,D4j1a1,292,33,51,51,64.706
Contig.1,I2a2,292,33,51,51,64.706
Contig.1,L4b2a2a,292,28,47,47,59.574
Contig.1,L4b2a2b,292,27,48,48,56.250
Contig.1,L4b2a2c,292,27,47,47,57.447
Contig.1,H24a2,292,38,46,46,82.609
Contig.1,M3d1,292,33,43,43,76.744
Contig.1,L0d1a'c'd,292,2,31,31,6.452
Contig.1,K1a23,292,36,51,51,70.588
Contig.1,HV1a2a,292,38,47,47,80.851
Contig.1,HV1a2b,292,38,47,47,80.851
Contig.1,U6a_16189!_s7,292,36,44,44,81.818
Contig.1,C1b8a,292,32,57,57,56.140
Contig.1,HV4a1,292,38,44,44,86.364
Contig.1,HV4a2,292,37,43,43,86.047
Contig.1,B5b3b,292,37,59,59,62.712
Contig.1,L3f1b1,292,31,48,48,64.583
Contig.1,H5a1c2,292,39,51,51,76.471
Contig.1,L3f1b3,292,31,51,51,60.784
Contig.1,L3f1b4,292,31,49,49,63.265
Contig.1,L3f1b5,292,31,48,48,64.583
Contig.1,L2a1a3,292,22,43,43,51.163
Contig.1,L2a1a2,292,22,43,43,51.163
Contig.1,A12a,292,34,49,49,69.388
Contig.1,D4e1a1,292,33,53,53,62.264
Contig.1,B4h1,292,36,41,41,87.805
Contig.1,Q3a1,292,30,49,49,61.224
Contig.1,L2a1l1a2,292,21,42,42,50.000
Contig.1,L0d2c2a,292,3,51,51,5.882
Contig.1,H5a1_152!,292,38,46,46,82.609
Contig.1,L2a1l1a1,292,21,42,42,50.000
Contig.1,B5b2a2,292,37,59,59,62.712
Contig.1,H1j1a,292,38,45,45,84.444
Contig.1,L0a1b1a1,292,4,43,43,9.302
Contig.1,N13,292,33,43,43,76.744
Contig.1,N10,292,36,40,40,90.000
Contig.1,H7c5,292,38,47,47,80.851
Contig.1,F1f,292,38,52,52,73.077
Contig.1,N14,292,38,46,46,82.609
Contig.1,D4j6,292,32,44,44,72.727
Contig.1,H4a1c1a,292,38,52,52,73.077
Contig.1,M66b,292,32,43,43,74.419
Contig.1,M66a,292,32,44,44,72.727
Contig.1,U4d2,292,35,53,53,66.038
Contig.1,H3_152!,292,37,43,43,86.047
Contig.1,W6b1,292,36,58,58,62.069
Contig.1,H13b1_200,292,38,48,48,79.167
Contig.1,D6a1a,292,31,48,48,64.583
Contig.1,H8b1,292,37,47,47,78.723
Contig.1,H5c1,292,39,47,47,82.979
Contig.1,H10e1,292,38,46,46,82.609
Contig.1,U6a1a,292,36,46,46,78.261
Contig.1,H10e3,292,38,46,46,82.609
Contig.1,H10e2,292,38,46,46,82.609
Contig.1,H47a,292,37,46,46,80.435
Contig.1,M28a_204,292,29,46,46,63.043
Contig.1,D4c1b1,292,33,48,48,68.750
Contig.1,L3f1b2a,292,31,50,50,62.000
Contig.1,R_16189!,292,37,37,37,100.000
Contig.1,J1c2a1,292,42,53,53,79.245
Contig.1,H5a7,292,39,48,48,81.250
Contig.1,M73'79,292,31,37,37,83.784
Contig.1,U9a1,292,36,51,51,70.588
Contig.1,R9b2,292,39,52,52,75.000
Contig.1,U7a2a,292,37,54,54,68.519
Contig.1,C7a2a,292,30,54,54,55.556
Contig.1,P4b,292,38,45,45,84.444
Contig.1,K3,292,36,58,58,62.069
Contig.1,K2,292,36,49,49,73.469
Contig.1,K1,292,36,49,49,73.469
Contig.1,J1c3f,292,42,52,52,80.769
Contig.1,U5a2a1b1,292,39,55,55,70.909
Contig.1,M7a1b2,292,31,54,54,57.407
Contig.1,H1_152!,292,38,43,43,88.372
Contig.1,M7a1b1,292,32,54,54,59.259
Contig.1,M57_152!,292,30,39,39,76.923
Contig.1,V9a1,292,38,51,51,74.510
Contig.1,M2b3,292,30,52,52,57.692
Contig.1,C4a2b1,292,31,57,57,54.386
Contig.1,C4a2b2,292,31,58,58,53.448
Contig.1,H13a2a,292,39,47,47,82.979
Contig.1,M55'77,292,32,38,38,84.211
Contig.1,U5b2b4a,292,37,54,54,68.519
Contig.1,M2b4,292,30,56,56,53.571
Contig.1,I1a1,292,32,53,53,60.377
Contig.1,J1c5c1,292,42,55,55,76.364
Contig.1,N11,292,36,37,37,97.297
Contig.1,C1b_16311!,292,30,49,49,61.224
Contig.1,M68a2a,292,31,57,57,54.386
Contig.1,I4a2,292,34,50,50,68.000
Contig.1,V3c,292,38,47,47,80.851
Contig.1,B4a5,292,37,45,45,82.222
Contig.1,H3b1b1,292,39,49,49,79.592
Contig.1,U2e1a1,292,35,57,57,61.404
Contig.1,H3h3a,292,37,46,46,80.435
Contig.1,A2v1b,292,34,50,50,68.000
Contig.1,A2v1a,292,34,50,50,68.000
Contig.1,H3h3b,292,37,46,46,80.435
Contig.1,D2b,292,31,48,48,64.583
Contig.1,L1c3a1a,292,12,47,47,25.532
Contig.1,L1c3a1b,292,12,47,47,25.532
Contig.1,M18a,292,32,44,44,72.727
Contig.1,H3z,292,38,45,45,84.444
Contig.1,M32'56,292,32,38,38,84.211
Contig.1,M34'57,292,32,38,38,84.211
Contig.1,L2a1l2a1,292,21,41,41,51.220
Contig.1,U1b,292,37,53,53,69.811
Contig.1,H1a5,292,39,46,46,84.783
Contig.1,A2d1,292,34,50,50,68.000
Contig.1,H5a3a1,292,38,49,49,77.551
Contig.1,H5a3a2,292,37,47,47,78.723
Contig.1,H5a3a3,292,38,48,48,79.167
Contig.1,R9c1a1,292,39,55,55,70.909
Contig.1,B4a1a1p,292,36,47,47,76.596
Contig.1,C7a,292,31,50,50,62.000
Contig.1,M7c1c1a1,292,31,51,51,60.784
Contig.1,C7b,292,32,53,53,60.377
Contig.1,T1a1_152,292,49,53,53,92.453
Contig.1,R1a1b,292,38,57,57,66.667
Contig.1,R1a1c,292,38,56,56,67.857
Contig.1,H2c1,292,36,47,47,76.596
Contig.1,R1a1a,292,38,56,56,67.857
Contig.1,L3e3b3,292,31,51,51,60.784
Contig.1,L3e3b2,292,31,51,51,60.784
Contig.1,L3e3b1,292,31,51,51,60.784
Contig.1,U2'3'4'7'8'9,292,38,42,42,90.476
Contig.1,X2d2,292,33,42,42,78.571
Contig.1,X1'3,292,33,38,38,86.842
Contig.1,X2d1,292,33,45,45,73.333
Contig.1,B5a2a2b1a,292,37,55,55,67.273
Contig.1,B5b2c1,292,37,61,61,60.656
Contig.1,W1h1,292,36,53,53,67.925
Contig.1,J2a2a1,292,39,56,56,69.643
Contig.1,C4a2,292,31,53,53,58.491
Contig.1,L3f2a,292,30,37,37,81.081
Contig.1,L3f2b,292,32,44,44,72.727
Contig.1,C4a1,292,31,53,53,58.491
Contig.1,K1d1,292,35,53,53,66.038
Contig.1,F1g,292,39,49,49,79.592
Contig.1,H26a,292,38,45,45,84.444
Contig.1,H26b,292,38,47,47,80.851
Contig.1,H26c,292,37,44,44,84.091
Contig.1,H1ar1,292,39,48,48,81.250
Contig.1,L3x2a,292,33,48,48,68.750
Contig.1,D4g2b1a,292,32,52,52,61.538
Contig.1,H14b2,292,38,48,48,79.167
Contig.1,L2d1,292,21,47,47,44.681
Contig.1,B5b1c1,292,37,60,60,61.667
Contig.1,T2i2,292,52,55,55,94.545
Contig.1,T2_150,292,54,55,55,98.182
Contig.1,L3e1a2,292,30,50,50,60.000
Contig.1,H3i1,292,37,45,45,82.222
Contig.1,J2a2a2,292,39,57,57,68.421
Contig.1,H5e1,292,40,48,48,83.333
Contig.1,H15a1b,292,36,48,48,75.000
Contig.1,B4a1a5a,292,36,47,47,76.596
Contig.1,N9b1,292,36,42,42,85.714
Contig.1,M7c1a5,292,31,51,51,60.784
Contig.1,M7c1a4,292,31,46,46,67.391
Contig.1,J1c8a1a,292,41,52,52,78.846
Contig.1,D4j8,292,33,45,45,73.333
Contig.1,L2a1c3a1,292,23,47,47,48.936
Contig.1,M7c1a3,292,31,46,46,67.391
Contig.1,M7c1a2,292,32,46,46,69.565
Contig.1,K1a11b,292,35,55,55,63.636
Contig.1,U5a1a1d1,292,38,56,56,67.857
Contig.1,H1au1b,292,39,47,47,82.979
Contig.1,J2a1a1,292,39,55,55,70.909
Contig.1,B5a2a2,292,37,51,51,72.549
Contig.1,H1au1a,292,39,47,47,82.979
Contig.1,M7b1a2a1b1,292,32,61,61,52.459
Contig.1,L3f1b_16292_150,292,31,48,48,64.583
Contig.1,B4e,292,36,46,46,78.261
Contig.1,B4d,292,36,41,41,87.805
Contig.1,J1b4,292,42,52,52,80.769
Contig.1,B4f,292,36,50,50,72.000
Contig.1,B4a,292,37,42,42,88.095
Contig.1,B4c,292,37,41,41,90.244
Contig.1,B4b,292,37,44,44,84.091
Contig.1,B4m,292,36,40,40,90.000
Contig.1,B4i,292,37,41,41,90.244
Contig.1,B4h,292,36,41,41,87.805
Contig.1,B4k,292,37,43,43,86.047
Contig.1,D4m2a1a,292,33,52,52,63.462
Contig.1,R9b1a1,292,39,50,50,78.000
Contig.1,X2i1,292,33,41,41,80.488
Contig.1,M29'Q,292,32,38,38,84.211
Contig.1,F1b1a1,292,36,53,53,67.925
Contig.1,H29b,292,38,46,46,82.609
Contig.1,H5c2,292,39,48,48,81.250
Contig.1,U6a3d,292,36,46,46,78.261
Contig.1,L0f2a1,292,2,49,49,4.082
Contig.1,T2b27,292,57,58,58,98.276
Contig.1,N22a,292,36,48,48,75.000
Contig.1,N9a4,292,36,47,47,76.596
Contig.1,T2a1b2b,292,54,59,59,91.525
Contig.1,L5a,292,14,47,47,29.787
Contig.1,L5b,292,14,22,22,63.636
Contig.1,F1a1c,292,38,55,55,69.091
Contig.1,C5d,292,31,51,51,60.784
Contig.1,K1a4a1c1,292,36,56,56,64.286
Contig.1,F1a'c'f,292,38,49,49,77.551
Contig.1,M52a,292,32,42,42,76.190
Contig.1,H8_s,292,37,45,45,82.222
Contig.1,C4a'b'c,292,31,51,51,60.784
Contig.1,U6a5,292,37,49,49,75.510
Contig.1,H2a1e1a,292,38,50,50,76.000
Contig.1,J1c_16261_189,292,42,51,51,82.353
Contig.1,U5b2b3,292,38,57,57,66.667
Contig.1,T1a6,292,51,56,56,91.071
Contig.1,W5a1a1,292,36,58,58,62.069
Contig.1,T1a4,292,50,55,55,90.909
Contig.1,T1a5,292,51,55,55,92.727
Contig.1,T2a_195!,292,53,54,54,98.148
Contig.1,T1a3,292,49,53,53,92.453
Contig.1,T1a1,292,49,53,53,92.453
Contig.1,U5b2b1,292,38,54,54,70.370
Contig.1,U5a2c3a,292,38,52,52,73.077
Contig.1,T1a8,292,51,55,55,92.727
Contig.1,T1a9,292,51,56,56,91.071
Contig.1,M9a4b,292,32,45,45,71.111
Contig.1,D4e3,292,33,47,47,70.213
Contig.1,U5a1f1a1,292,37,55,55,67.273
Contig.1,H,292,38,43,43,88.372
Contig.1,A2g1,292,34,51,51,66.667
Contig.1,H1ch,292,39,46,46,84.783
Contig.1,U5a1_16192!,292,38,49,49,77.551
Contig.1,Z3a1a,292,32,55,55,58.182
Contig.1,N9,292,36,37,37,97.297
Contig.1,H20b,292,38,49,49,77.551
Contig.1,U5a1b3,292,38,53,53,71.698
Contig.1,B2l,292,37,50,50,74.000
Contig.1,J1c2c1,292,43,54,54,79.630
Contig.1,B4a1a3,292,36,46,46,78.261
Contig.1,U6a6a1,292,36,50,50,72.000
Contig.1,N1b1a_16129!,292,34,52,52,65.385
Contig.1,M28a2a,292,29,53,53,54.717
